                                                                     
                                                                     
                                                                     
                                             
Angles in degrees, polarised cross sections in microbarns/sterad
Coefficients A_F, B_F, C_F, D_F for sigmaF = rho*sintheta*[A_F + B_F*x + C_F*(3x^2-1)/2 + D_F*(5x^3-3x)/2] with x = costheta and rho = q/k

------------------------------------------------------------------------------

Channel 256: 144.184 +- 0.722 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
 15.0   5.0          -2.292118         1.321894
 25.0   5.0          -1.829108         1.240214
 35.0   5.0          -6.399431         1.115680
 45.0   5.0          -4.524696         0.937870
 55.0   5.0          -6.577904         0.778142
 65.0   5.0          -5.667188         0.652405
 75.0   5.0          -3.877135         0.576101
 85.0   5.0          -0.967562         0.541593
 95.0   5.0           0.975772         0.528870
105.0   5.0           2.795057         0.524713
115.0   5.0           4.864055         0.548887
125.0   5.0           6.799032         0.565490
135.0   5.0           6.383134         0.596972
145.0   5.0           5.724854         0.651179
155.0   5.0           5.026254         0.760340
165.0   5.0           3.246128         1.020638
175.0   5.0          -1.320637         2.100172

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.188508     0.330880   -15.814853     0.627671     1.209040     0.846745     0.000000     0.000000

chi^2/ndf =  16.122/15 =   1.075

------------------------------------------------------------------------------

Channel 167: 255.324 +- 0.636 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -0.506268         2.199371
 15.0   5.0          -4.813057         1.373911
 25.0   5.0          -2.069854         1.218652
 35.0   5.0          -4.709669         1.063069
 45.0   5.0          -6.041120         0.914330
 55.0   5.0          -5.864830         0.748946
 65.0   5.0          -4.211192         0.632786
 75.0   5.0          -3.901017         0.571945
 85.0   5.0          -1.738334         0.532248
 95.0   5.0          -0.258447         0.522950
105.0   5.0           3.079335         0.517045
115.0   5.0           5.022896         0.528527
125.0   5.0           5.905406         0.546867
135.0   5.0           6.727564         0.582273
145.0   5.0           7.471603         0.655793
155.0   5.0           5.750782         0.761043
165.0   5.0           3.121676         0.998004
175.0   5.0          -0.560492         2.253774

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.573104     0.322523   -15.597256     0.609639     3.083794     0.830682     0.000000     0.000000

chi^2/ndf =  12.341/15 =   0.823

------------------------------------------------------------------------------

Channel 166: 256.504 +- 0.649 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0          -1.687596         2.114995
 15.0   5.0          -2.250861         1.422961
 25.0   5.0          -5.398849         1.310492
 35.0   5.0          -6.437825         1.146704
 45.0   5.0          -7.455407         0.973980
 55.0   5.0          -5.252573         0.815953
 65.0   5.0          -6.061964         0.675793
 75.0   5.0          -4.746827         0.613029
 85.0   5.0          -2.455365         0.574971
 95.0   5.0           1.006088         0.561820
105.0   5.0           2.915157         0.555610
115.0   5.0           4.352487         0.569190
125.0   5.0           5.709916         0.586606
135.0   5.0           7.031116         0.629462
145.0   5.0           5.875984         0.685924
155.0   5.0           4.964660         0.824628
165.0   5.0           4.323101         1.052473
175.0   5.0           1.921327         2.275046

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.543852     0.345014   -16.741576     0.653020     1.079532     0.887825     0.000000     0.000000

chi^2/ndf =   9.945/15 =   0.663

------------------------------------------------------------------------------

Channel 165: 257.713 +- 0.660 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           2.838069         2.129957
 15.0   5.0          -1.996722         1.588436
 25.0   5.0          -5.547907         1.374425
 35.0   5.0          -8.604889         1.219219
 45.0   5.0          -7.862631         1.046943
 55.0   5.0          -7.198941         0.868516
 65.0   5.0          -4.784312         0.726285
 75.0   5.0          -4.643222         0.644800
 85.0   5.0          -2.543384         0.610309
 95.0   5.0           1.305609         0.589722
105.0   5.0           3.352517         0.592622
115.0   5.0           5.082397         0.609499
125.0   5.0           8.059682         0.630475
135.0   5.0           7.394979         0.659389
145.0   5.0           8.536385         0.747817
155.0   5.0           6.981174         0.877654
165.0   5.0           5.010196         1.146342
175.0   5.0           0.059352         2.645814

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.245677     0.367673   -19.259747     0.695647     2.144986     0.944613     0.000000     0.000000

chi^2/ndf =  17.951/15 =   1.197

------------------------------------------------------------------------------

Channel 164: 258.906 +- 0.656 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           1.288887         3.044166
 15.0   5.0          -4.225435         1.671338
 25.0   5.0          -5.143073         1.521084
 35.0   5.0          -7.872941         1.341453
 45.0   5.0          -7.640112         1.161376
 55.0   5.0          -6.755489         0.950502
 65.0   5.0          -6.602355         0.812102
 75.0   5.0          -4.021454         0.718334
 85.0   5.0          -2.078485         0.679280
 95.0   5.0          -0.208446         0.656661
105.0   5.0           3.899547         0.665008
115.0   5.0           4.694488         0.670313
125.0   5.0           8.060973         0.710767
135.0   5.0           8.279741         0.753962
145.0   5.0           7.462826         0.830815
155.0   5.0           5.560037         0.960415
165.0   5.0           5.458880         1.292285
175.0   5.0          -0.035270         2.922011

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.054055     0.407211   -19.187896     0.770586     1.923139     1.046246     0.000000     0.000000

chi^2/ndf =  10.012/15 =   0.667

------------------------------------------------------------------------------

Channel 163: 260.096 +- 0.652 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           0.506219         2.659515
 15.0   5.0          -5.017321         1.650313
 25.0   5.0          -6.573260         1.573317
 35.0   5.0          -8.602407         1.375762
 45.0   5.0          -6.255392         1.177944
 55.0   5.0          -7.013030         0.962296
 65.0   5.0          -5.808200         0.816510
 75.0   5.0          -4.378428         0.732068
 85.0   5.0          -1.261400         0.686993
 95.0   5.0          -0.174287         0.672188
105.0   5.0           0.722765         0.673020
115.0   5.0           4.772538         0.691079
125.0   5.0           5.482407         0.710157
135.0   5.0           6.865686         0.765339
145.0   5.0           7.080209         0.833196
155.0   5.0           4.824944         0.978813
165.0   5.0           4.374827         1.299965
175.0   5.0          -2.790197         3.061245

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.913101     0.411853   -16.848415     0.779805     1.157235     1.059844     0.000000     0.000000

chi^2/ndf =  17.655/15 =   1.177

------------------------------------------------------------------------------

Channel 162: 261.284 +- 0.648 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           3.458848         3.135491
 15.0   5.0          -1.585977         1.662196
 25.0   5.0          -4.288923         1.491400
 35.0   5.0          -7.245842         1.243765
 45.0   5.0          -6.849091         1.087383
 55.0   5.0          -7.662585         0.885343
 65.0   5.0          -7.251243         0.759241
 75.0   5.0          -6.329094         0.682156
 85.0   5.0          -2.666818         0.637604
 95.0   5.0           0.147011         0.626849
105.0   5.0           3.525996         0.625764
115.0   5.0           5.570708         0.646310
125.0   5.0           7.099404         0.664623
135.0   5.0           7.666394         0.710671
145.0   5.0           7.783543         0.791046
155.0   5.0           6.001511         0.888956
165.0   5.0           3.482156         1.227498
175.0   5.0           0.207133         2.601431

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
 -0.473358     0.381765   -19.488052     0.722734     2.523303     0.983851     0.000000     0.000000

chi^2/ndf =  11.677/15 =   0.778

------------------------------------------------------------------------------

Channel 161: 262.470 +- 0.644 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           2.244829         2.027801
 15.0   5.0          -4.821993         1.311392
 25.0   5.0          -5.036513         1.155021
 35.0   5.0          -5.713135         1.036452
 45.0   5.0          -7.095105         0.852666
 55.0   5.0          -8.217066         0.712118
 65.0   5.0          -5.776797         0.605062
 75.0   5.0          -4.871385         0.543954
 85.0   5.0          -2.020355         0.514904
 95.0   5.0           0.018154         0.502693
105.0   5.0           3.602906         0.506578
115.0   5.0           6.131383         0.511027
125.0   5.0           7.219666         0.540020
135.0   5.0           8.632955         0.570537
145.0   5.0           8.143384         0.640942
155.0   5.0           6.394413         0.726054
165.0   5.0           4.767245         0.963092
175.0   5.0          -1.181821         2.421445

A_F          DA_F         B_F          DB_F         C_F          DC_F         D_F          DD_F
  0.247588     0.305584   -19.402706     0.577810     2.683202     0.789245     0.000000     0.000000

chi^2/ndf =  12.124/15 =   0.808

------------------------------------------------------------------------------

Channel 160: 263.655 +- 0.640 MeV (preliminary)

theta   Dtheta        sigmaF           DsigmaF
  5.0   5.0           1.455516         2.412620
 15.0   5.0          -1.289310         1.430613
 25.0   5.0          -5.234979         1.264061
 35.0   5.0          -7.371218         1.129776
 45.0   5.0          -8.464997         0.959475
 55.0   5.0          -7.197673         0.769599
 65.0   5.0          -5.740438         0.654190
 75.0   5.0          -5.353489         0.600621
 85.0   5.0          -1.892567         0.571232
 95.0   5.0          -0.099308         0.552697
105.0   5.0           4.045472         0.560001
115.0   5.0           6.846064         0.566591
